1,0.81,0
2,11.388,0
3,23.154,0
4,20.818,0
5,133.154,0
6,40.254,0
7,12.594,0
8,4.92,0
9,1.288,0
10,23.886,0
11,1.172,0
12,9.494,0
13,30.856,0
14,30.766,0
15,52.312,0
16,33.528,0
17,58.552,0
18,11.266,0
19,27.538,0
20,54.972,0
21,5.952,0
22,1.494,0
23,91.558,0
24,62.802,0
25,7.954,0
26,8.088,0
27,63.368,0
28,26.216,0
29,8.294,0
30,94.57,0
31,24.864,0
32,100.164,0
33,36.698,0
34,28.378,0
35,93.38,0
36,4.464,0
37,11.766,0
38,99.568,0
39,8.168,0
40,25.71,0
41,93.588,0
42,88.456,0
43,91.046,0
44,91.91,0
45,1.34,0
46,3.44,0
47,60.068,0
48,95.128,0
49,7.494,0
50,0.736,0
