0:67.37,355.42284569138275
1:67.87,391.62324649298597
2:56.498,474.1623246492986
3:67.044,388.99799599198394
4:65.24,421.6112224448898
5:55.238,455.17835671342687
6:67.908,360.7995991983968
7:63.88,289.2605210420842
8:64.808,363.6953907815631
9:66.028,421.2885771543086
10:71.85,381.4709418837675
11:64.576,421.0761523046092
12:64.83,370.00200400801606
13:67.352,394.17835671342687
14:63.558,409.8336673346693
15:67.878,410.96793587174346
16:70.706,354.5190380761523
17:68.164,377.2424849699399
18:61.994,432.11623246492985
19:59.282,435.35871743486973
20:62.45,424.14228456913827
21:66.97,317.95991983967934
22:67.688,419.59118236472943
23:63.19,430.19038076152304
24:55.272,474.8156312625251
25:62.344,436.73547094188376
26:72.242,377.0941883767535
27:67.678,399.38276553106215
28:67.86,414.14228456913827
29:71.404,411.4569138276553
30:67.172,305.32665330661325
31:71.914,359.8897795591182
32:71.332,381.00400801603206
33:60.146,445.188376753507
34:59.194,429.7314629258517
35:54.398,442.00400801603206
36:66.01,376.26452905811624
37:64.466,379.2585170340681
38:60.946,437.6112224448898
39:54.522,470.9539078156313
40:53.278,460.6112224448898
41:68.628,411.7394789579158
42:60.296,422.8416833667335
43:56.626,454.10821643286573
44:62.664,387.7775551102204
45:64.182,397.8677354709419
46:64.048,389.7955911823647
47:71.84,385.44088176352705
48:71.752,398.3166332665331
49:68.17,389.9619238476954
50:61.584,368.5390781563126
51:59.622,457.2424849699399
52:69.792,377.6492985971944
53:66.054,396.50300601202406
54:55.528,458.12224448897797
55:67.87,325.8056112224449
56:67.906,325.5671342685371
57:59.894,383.8877755511022
58:66.024,404.7414829659319
59:62.972,297.40881763527057
60:69.724,371.0460921843687
61:57.506,457.00200400801606
62:64.712,438.35671342685373
63:63.89,373.5671342685371
64:59.71,425.186372745491
65:53.89,475.34669338677355
66:55.44,450.54108216432866
67:62.838,447.5551102204409
68:53.278,483.7434869739479
69:61.356,462.59118236472943
70:55.652,448.2144288577154
71:46.106,499.55310621242484
72:47.022,508.2985971943888
73:55.914,467.6953907815631
74:66.614,367.2044088176353
75:68.458,434.84769539078155
76:66.246,415.062124248497
77:64.198,431.9899799599198
78:51.77,473.39278557114227
79:53.096,472.40480961923845
80:57.318,451.3807615230461
81:61.282,394.90380761523045
82:57.89,456.68937875751504
83:65.312,409.67735470941886
84:60.848,448.90981963927857
85:55.752,467.9719438877755
86:54.652,451.7434869739479
87:61.256,440.9438877755511
88:49.07,497.5390781563126
89:59.938,406.03206412825654
90:46.776,489.314629258517
91:46.706,489.9559118236473
92:59.344,450.56913827655313
93:62.66,388.28256513026054
94:65.308,399.47695390781564
95:62.704,408.3787575150301
