1,86.026,0
2,183.428,0
3,80.252,0
4,89.946,0
5,148.026,0
6,172.808,0
7,175.074,0
8,91.39,0
9,0.0,0
10,6.316,0
11,190.528,0
12,139.496,0
13,100.786,0
14,92.076,0
15,27.598,0
16,151.54,0
17,62.764,0
18,0.168,0
19,25.01,0
20,63.738,0
21,50.99,0
22,156.596,0
23,0.192,0
24,200.442,0
25,113.432,0
26,58.396,0
27,73.468,0
28,0.0,0
29,98.692,0
30,129.858,0
31,168.376,0
32,161.632,0
33,120.254,0
34,165.442,0
35,20.222,0
36,78.574,0
37,130.412,0
38,4.07,0
39,87.55,0
40,173.818,0
41,73.892,0
42,125.118,0
43,137.49,0
44,105.572,0
45,28.286,0
46,122.176,0
47,68.86,0
48,82.104,0
49,0.152,0
50,193.63,0
