hardware1,   59.652,        0
hardware2,    0.198,        0
hardware3,     0.44,        0
hardware4,    15.29,        0
hardware5,   45.752,        0
hardware6,   64.554,        0
hardware7,   51.442,        0
hardware8,   11.064,        0
hardware9,   39.556,        0
hardware10,   65.914,        0
hardware11,   19.248,        0
hardware12,    3.644,        0
hardware13,      0.1,        0
hardware14,   20.086,        0
hardware15,   57.758,        0
hardware16,   10.564,        0
hardware17,    15.47,        0
hardware18,    0.276,        0
hardware19,   35.448,        0
hardware20,   48.846,        0
hardware21,     0.41,        0
hardware22,    0.142,        0
hardware23,   12.618,        0
hardware24,    0.214,        0
hardware25,   62.932,        0
hardware26,    0.218,        0
hardware27,   21.376,        0
hardware28,   16.912,        0
hardware29,   51.692,        0
hardware30,   41.698,        0
hardware31,   45.892,        0
hardware32,    0.506,        0
hardware33,    0.306,        0
hardware34,    46.39,        0
hardware35,   34.638,        0
hardware36,    0.398,        0
hardware37,    0.456,        0
hardware38,   40.068,        0
hardware39,   40.582,        0
hardware40,    0.384,        0
hardware41,   29.246,        0
hardware42,    59.42,        0
hardware43,     52.6,        0
hardware44,   55.616,        0
hardware45,    0.216,        0
hardware46,   52.004,        0
hardware47,   57.016,        0
hardware48,   21.948,        0
hardware49,     3.65,        0
hardware50,     66.4,        0
