1:421,420,420,421,422,421,422,421,420,420,419,421,420,422,422,423,423,421,421,421,422,422,423,423,423,422,422,423,422,422,421,422,420,423,423,423,422,423,424,422,423,422,423,421,422,421,423,422,422,422,422,422,422,422,421,422,422,422,421,422,422,423,422,423,422,422,421,421,422,421,424,422,423,422,423,421,422,422,422,422,421,422,422,422,422,423,422,422,420,422,422,421,421,421,423,420,423,421,422,421,422,422,423,422,422,422,421,420,421,421,421,420,421,421,422,422,421,420,420,422,422,422,421,422,423,423,424,424,424,423,423,423,423,422,422,422,422,421,423,423,423,422,424,422,421,423,424,422,421,422,422,423,421,422,423,422,423,423,422,422,423,423,423,422,424,423,422,423,424,424,422,421,422,421,421,423,423,422,423,424,424,422,422,422,422,423,423,422,423,421,422,423,421,422,423,421,422,421,422,421,420,422,422,422,420,422,423,422,422,422,422,422,423,422,422,422,423,422,421,423,422,421,421,422,422,422,423,422,422,422,423,422,424,422,422,422,422,422,421,423,422,421,422,423,421,422,423,423,421,424,423,422,422,423,423,420,423,422,421,421,423,422,423,422,422,422,421,421,421,421,421,422,422,422,421,422,421,422,421,423,420,421,423,422,422,422,423,423,422,423,422,421,421,421,422,421,420,422,423,422,423,422,422,421,421,423,422,421,422,422,422,421,421,421,422,420,421,424,421,421,423,422,422,423,423,421,422,424,422,421,422,422,423,421,423,423,422,422,422,422,422,422,422,423,422,423,422,423,424,423,423,421,423,423,422,422,423,421,423,422,423,422,422,423,421,421,422,421,421,422,422,422,421,422,423,421,421,423,420,421,422,422,421,421,421,420,421,422,421,420,421,423,421,421,422,421,420,422,422,422,421,422,422,421,421,423,423,420,422,423,421,421,424,423,421,420,422,423,420,423,423,421,420,423,423,420,422,423,421,420,423,423,421,421,423,422,422,422,423,421,420,422,423,421,422,423,421,421,420,422,423,421,423,423,422,423,423,422,421,422,423,422,422,423,423,423,422,423,423,423,422,421,422,422,423,423,421,422,422,423,422,422,423,423,423,422,423,423,422,421,422,422,422,423,423,422,422,421,423
2:411,407,407,403,407,412,401,403,408,410,408,407,403,404,409,413,408,401,409,410,409,402,414,415,399,404,408,408,402,403,410,410,406,405,404,407,414,400,411,409,403,404,407,406,411,405,408,400,408,400,406,405,410,401,406,403,409,408,407,411,409,407,402,410,399,404,406,411,398,412,409,415,407,402,404,405,406,407,405,410,404,409,405,402,402,408,405,408,406,401,403,410,415,408,409,412,403,401,408,402,409,406,415,399,407,404,405,411,408,407,405,405,405,400,408,403,401,410,406,408,410,407,403,398,404,406,406,407,400,399,406,408,399,399,402,411,409,404,411,417,403,408,407,414,406,410,403,402,401,404,407,406,403,402,403,402,411,409,405,408,406,407,407,400,405,402,400,402,405,405,406,405,404,400,404,406,408,413,408,397,411,404,405,414,402,407,408,400,399,415,407,409,407,407,407,406,411,400,400,406,408,400,402,400,403,408,406,406,409,412,405,410,406,406,412,405,406,401,411,406,405,407,405,404,409,405,410,406,407,406,399,409,404,406,410,413,412,397,410,407,404,407,406,404,402,410,411,406,407,411,401,402,401,404,403,407,406,399,404,400,410,398,406,408,401,401,405,406,408,408,407,399,401,408,404,410,403,408,408,401,407,406,399,406,396,401,401,408,406,402,398,408,400,403,412,405,406,411,408,407,398,402,397,400,397,401,412,404,399,406,403,395,400,410,407,402,409,408,399,403,407,400,406,406,411,406,403,402,399,407,402,408,400,399,395,409,399,407,413,405,401,402,406,410,403,406,404,407,414,409,404,409,402,412,406,406,399,403,399,404,409,406,398,392,404,405,406,408,402,408,409,403,404,400,402,400,403,402,404,401,410,399,409,410,409,409,401,403,406,398,392,412,402,400,413,407,404,412,398,400,403,402,414,406,395,411,407,401,406,406,396,411,398,409,399,402,402,408,408,410,408,405,410,407,404,401,407,407,400,402,401,403,406,408,407,401,405,412,402,407,407,403,403,408,402,409,411,405,403,403,402,407,403,404,405,411,403,401,404,401,400,401,401,400,403,408,402,400,403,406,402,404,402,410,405,402,405,401,405,409,403,402,404,397,408,407,401,408,403,410,405,403,406,400,408,403,406,404,410
3:397,397,397,397,396,396,396,397,398,398,398,397,396,397,397,397,398,397,396,399,397,397,398,398,398,398,397,397,398,397,397,397,398,396,397,397,398,396,397,398,399,397,397,398,397,397,397,398,397,398,397,398,396,398,397,398,398,398,397,397,397,397,398,398,398,397,398,397,398,397,398,398,399,397,397,398,399,398,396,398,397,398,396,399,397,397,396,398,398,397,397,398,398,397,397,397,398,396,397,397,397,397,397,397,396,397,398,397,397,397,397,397,397,397,397,396,397,398,397,398,398,398,398,398,399,398,397,397,398,396,397,398,397,396,397,398,396,397,398,397,396,397,398,396,397,398,397,396,397,398,396,396,398,398,396,397,398,397,396,397,398,396,397,398,396,396,397,399,396,397,398,397,396,397,398,396,396,399,398,396,397,398,396,396,398,398,396,397,398,397,396,398,398,396,397,398,397,396,397,398,396,396,398,398,396,396,398,397,396,398,398,396,396,398,396,396,398,398,397,396,398,397,396,397,398,397,396,398,397,396,396,398,396,396,398,398,396,396,398,397,396,398,398,397,395,398,397,396,396,398,396,396,398,397,396,397,398,396,396,397,397,396,396,398,397,396,398,398,396,396,398,396,396,397,398,396,396,398,396,396,396,398,397,396,397,397,397,396,398,397,396,397,397,397,396,397,396,397,397,399,397,396,397,397,396,397,398,397,396,397,397,397,396,398,397,396,397,397,397,396,397,397,396,397,397,397,397,397,397,397,397,398,397,396,397,397,397,397,398,397,397,397,397,397,397,397,397,396,397,397,397,397,397,397,397,397,398,398,396,397,397,396,397,397,397,396,397,396,397,397,397,397,397,397,396,397,397,397,396,397,398,396,397,397,397,397,397,398,397,397,397,398,396,397,398,397,397,398,398,397,397,398,398,397,397,398,396,397,398,398,396,398,398,396,397,398,398,396,397,398,396,397,397,398,396,398,399,397,397,397,398,396,397,398,398,396,398,398,397,396,398,398,396,397,398,397,397,398,398,397,398,399,398,396,397,398,396,397,399,398,396,397,399,397,397,398,398,396,397,399,397,397,399,399,396,396,400,397,396,398,399,397,397,398,398,396,397,398,396,396,398,398,397,396,398,397,396,398,398
4:398,397,396,396,398,397,397,397,397,397,397,396,397,397,397,398,398,396,397,397,399,397,399,399,398,397,397,398,398,397,397,398,397,397,396,399,398,398,397,399,398,397,397,398,399,397,398,399,399,399,398,398,400,397,399,399,399,399,398,398,397,397,397,399,398,398,398,399,397,397,397,399,398,397,397,398,399,396,397,398,398,396,398,397,398,397,397,398,398,398,397,399,398,397,396,399,398,397,396,398,397,396,396,399,397,396,398,398,397,396,399,397,396,397,399,397,396,398,398,397,398,399,399,397,397,397,397,397,399,397,396,398,397,397,396,398,397,397,397,399,397,396,398,397,397,397,399,397,397,398,397,397,397,398,397,396,398,397,397,397,398,397,397,397,398,397,397,398,398,397,397,398,397,397,398,397,397,397,398,397,397,398,397,397,398,398,398,397,398,398,397,398,398,397,397,397,397,397,397,398,397,397,398,398,397,397,398,397,398,398,398,398,397,398,397,397,398,397,397,397,398,397,397,398,397,397,397,398,397,398,397,398,397,397,398,398,398,397,398,397,397,398,398,397,397,398,396,398,398,398,397,398,398,397,397,398,398,397,398,398,397,397,397,398,396,397,398,397,397,397,398,396,397,399,398,397,397,398,396,397,398,398,396,397,398,396,397,398,398,396,398,399,397,397,397,398,396,397,398,397,396,397,398,396,396,398,399,396,397,398,397,397,398,398,396,397,398,397,396,398,398,397,397,399,397,396,397,398,397,396,398,398,396,397,398,397,396,398,398,396,397,399,397,396,398,398,397,396,399,397,396,397,399,397,397,399,397,397,396,398,397,396,398,398,397,397,398,397,396,398,398,397,397,399,397,396,398,398,397,396,398,397,397,397,399,397,396,398,397,397,396,399,397,396,398,398,397,396,399,397,397,398,399,397,396,398,397,397,397,399,397,397,398,398,397,397,398,397,397,397,397,397,396,398,398,396,397,398,397,397,398,397,397,397,398,397,397,398,397,397,397,398,397,397,398,398,397,397,397,397,398,397,398,398,397,397,397,397,397,398,397,397,397,397,397,397,398,397,397,397,397,397,398,397,397,397,397,397,397,398,397,397,397,398,396,398,397,397,397,397,398,398,398,397,397,397,397,398,398
5:398,396,397,397,398,397,397,397,397,397,397,397,397,397,398,398,398,397,397,398,398,397,398,399,399,396,398,397,399,397,398,398,398,398,397,399,398,397,397,398,398,397,396,398,398,398,398,399,399,398,398,399,399,398,398,398,399,397,397,397,399,398,399,399,400,398,397,398,399,397,397,398,398,398,396,398,397,399,396,399,399,398,397,398,399,397,397,398,399,397,397,398,399,397,398,398,399,397,398,399,397,396,398,398,397,397,399,398,397,397,399,397,397,399,399,397,399,400,398,397,398,398,398,397,398,397,397,398,399,396,397,398,397,396,397,399,396,397,399,397,396,397,398,397,397,400,399,396,397,398,397,397,399,398,396,397,399,398,396,398,398,397,397,398,398,396,398,399,397,397,398,398,396,397,399,397,396,398,398,396,397,398,397,396,397,398,397,396,399,397,396,397,399,396,396,399,398,396,397,398,397,396,398,399,397,397,398,397,396,398,399,397,397,399,397,397,397,398,397,396,398,398,397,398,399,397,396,398,399,397,397,399,397,397,398,399,397,397,399,397,396,398,399,398,396,399,398,398,398,399,397,396,398,397,397,396,399,397,396,398,398,397,396,399,398,397,397,399,397,396,398,397,397,398,399,397,397,398,399,397,397,399,397,397,398,397,397,396,398,397,397,397,398,397,396,398,397,397,398,399,397,397,398,397,398,397,398,397,397,398,398,397,397,398,397,397,398,398,397,397,398,397,397,397,398,397,397,397,397,397,397,398,397,397,398,397,397,397,398,397,397,397,397,397,398,398,398,397,398,398,397,397,397,398,397,397,398,397,397,398,397,397,398,397,398,397,398,397,397,397,398,398,398,397,398,398,398,397,398,398,397,398,399,398,397,398,398,398,398,399,399,398,398,397,398,398,399,398,397,398,398,397,397,399,398,397,397,399,397,398,398,397,398,399,398,397,398,397,397,398,398,397,397,397,397,397,398,397,397,397,398,397,397,398,398,397,398,399,397,397,398,398,396,397,398,396,397,397,398,397,397,398,397,397,397,398,397,397,398,397,397,397,398,396,397,398,398,397,397,398,396,397,398,397,396,397,398,396,397,397,398,396,397,398,397,396,398,398,396,397,398,398,396,397,399,396,397,398,398
6:399,397,397,397,398,397,397,397,397,397,397,398,398,397,398,398,399,397,397,398,398,396,397,397,399,398,399,397,399,397,397,398,398,397,397,398,398,397,396,398,397,398,397,398,398,397,397,397,398,397,398,398,398,398,398,398,399,398,399,398,399,397,399,399,399,399,399,398,399,398,398,398,398,399,397,399,398,398,397,399,398,398,397,398,398,397,397,398,399,396,398,398,399,396,399,398,399,397,397,399,398,396,398,398,397,397,398,398,397,398,400,398,398,399,399,397,398,399,398,397,399,399,397,398,398,399,397,399,399,397,398,399,399,397,398,399,397,397,399,399,397,398,399,396,397,398,399,396,397,399,397,397,398,398,396,397,399,397,397,397,398,396,397,398,398,396,398,398,397,397,399,398,396,398,398,397,397,398,399,397,397,398,398,397,399,398,397,398,399,398,398,398,399,398,397,398,398,397,398,398,397,397,399,399,397,397,399,397,397,399,398,397,397,399,398,396,399,399,397,397,399,398,397,398,399,397,397,399,399,397,398,399,397,397,399,399,397,397,399,397,397,399,399,397,397,399,397,397,398,399,397,397,399,398,397,398,399,397,397,399,398,397,397,399,397,396,400,399,397,397,399,397,396,399,398,397,396,399,397,396,398,399,397,397,399,398,397,397,399,397,397,400,398,397,397,398,398,397,398,399,397,397,399,397,396,398,399,397,396,399,397,396,398,399,398,397,399,398,397,398,399,397,397,399,397,397,397,399,397,396,399,399,397,397,399,397,396,398,399,397,397,399,398,397,398,400,401,399,401,401,400,399,402,400,399,400,399,399,399,400,400,399,400,400,399,399,401,400,399,400,400,401,398,401,401,400,399,400,400,400,400,401,400,399,400,400,399,399,400,400,400,400,400,400,399,401,401,399,400,401,400,399,401,399,398,400,400,400,400,401,400,399,400,400,400,399,400,400,399,400,400,400,399,400,400,400,399,400,401,399,401,400,400,399,401,400,399,400,400,400,399,401,400,399,400,400,399,398,400,400,400,400,401,400,399,400,400,400,399,401,401,399,400,400,399,399,401,400,399,400,401,400,400,400,401,400,399,399,400,399,400,400,400,400,401,401,400,400,400,400,399,400,400,399,400,401,400,400,401
7:398,399,399,399,399,399,399,398,398,399,398,399,399,399,399,399,398,400,399,398,398,398,400,398,399,399,400,399,400,399,400,400,400,401,400,400,400,400,400,400,399,399,398,398,399,399,399,399,399,399,399,399,400,400,400,399,399,400,399,399,399,399,399,399,400,398,399,399,401,400,400,400,400,401,401,400,401,400,400,400,400,400,400,397,397,399,400,399,400,400,400,400,400,400,401,400,401,401,400,399,399,400,400,400,400,399,400,400,400,400,399,399,400,400,401,401,400,399,400,400,399,400,399,400,400,400,401,399,399,399,400,400,400,399,399,400,400,397,398,397,397,398,399,399,396,398,399,397,398,398,398,397,398,398,399,397,399,399,398,398,399,397,398,398,400,400,399,400,401,399,400,401,399,399,400,400,399,399,399,399,399,400,398,399,398,399,398,398,399,399,397,398,400,398,398,399,400,400,400,400,399,400,399,400,399,399,399,400,400,400,400,400,400,401,401,400,398,397,397,397,398,397,396,397,397,397,397,398,396,397,397,398,397,397,397,398,397,397,398,396,397,398,398,397,397,397,397,397,398,398,396,397,398,397,397,397,397,397,397,398,398,396,396,398,397,397,398,397,397,397,398,397,397,397,398,397,397,398,396,397,398,399,397,396,397,397,397,397,399,396,397,398,397,397,397,397,397,397,398,399,396,396,398,397,397,398,398,397,397,398,397,397,398,398,397,397,399,396,397,398,398,397,397,397,397,397,397,399,396,397,398,398,397,397,398,397,397,398,399,397,397,398,397,397,398,397,397,397,398,398,397,397,398,397,397,398,397,397,397,398,397,397,397,398,397,397,398,397,397,398,398,397,397,397,397,397,398,398,397,397,399,397,397,397,398,397,397,399,398,397,396,398,397,397,398,398,397,397,398,397,397,397,398,397,397,399,397,397,398,398,398,397,397,397,397,397,399,396,396,398,398,397,397,398,397,398,398,399,397,397,398,398,398,399,398,397,397,399,398,397,398,398,398,398,399,397,397,398,399,398,397,398,398,398,398,400,397,398,399,399,399,398,397,397,398,399,399,397,396,399,398,398,399,398,397,398,399,398,397,397,399,398,397,399,398,397,398,399,398,397,398,399,398,398,399,397,397,399,399
8:403,403,402,402,401,401,402,402,402,402,402,401,400,401,402,402,402,402,402,402,402,401,402,402,403,402,401,402,403,401,401,403,403,402,401,403,403,401,402,403,403,402,402,403,403,402,402,402,402,402,402,403,403,403,403,402,402,403,401,402,402,403,404,403,403,403,403,403,402,402,402,403,402,403,403,404,403,402,402,403,404,401,402,403,403,401,401,402,402,402,401,402,402,402,401,403,402,401,401,403,403,402,401,403,401,401,403,403,401,401,403,402,401,403,402,402,401,403,403,402,403,403,402,402,402,401,401,402,403,401,401,402,401,401,402,402,401,402,403,403,401,401,403,401,401,402,402,401,401,402,401,401,401,402,402,401,402,401,401,402,401,401,401,402,402,402,402,403,401,401,403,402,402,402,403,402,401,402,403,401,401,403,401,402,402,403,401,401,402,402,401,402,402,402,402,402,402,401,401,402,401,402,402,403,401,401,403,401,401,402,402,401,402,403,402,401,402,402,401,401,403,402,401,402,403,401,401,402,401,401,401,403,402,401,403,403,402,402,403,402,401,403,403,401,401,402,401,402,402,402,401,401,403,401,401,402,402,401,401,402,401,401,401,402,401,402,403,403,402,401,403,401,401,402,402,401,401,402,401,402,402,403,401,402,402,401,401,401,402,401,401,402,401,401,402,403,401,402,402,403,401,402,403,401,401,403,403,401,401,403,402,402,403,403,402,401,403,402,402,402,403,401,401,402,401,401,402,402,401,402,403,403,401,401,403,401,401,402,403,402,401,402,403,402,402,403,401,402,403,401,402,402,402,401,401,403,403,402,402,403,403,401,402,403,402,402,403,402,402,403,402,402,401,402,401,401,402,402,401,402,403,401,401,403,403,401,401,402,401,402,402,402,402,402,402,403,402,401,403,402,401,403,403,402,402,403,402,401,403,403,401,402,403,402,401,402,402,402,402,403,402,401,402,403,401,402,403,402,401,402,403,402,401,403,403,402,402,403,402,401,402,403,401,401,402,402,402,402,403,402,402,402,402,402,402,402,401,401,403,402,402,401,403,402,402,402,402,401,401,402,401,402,403,403,401,401,402,402,401,402,403,401,402,402,401,401,403,402,402,401,403,402,402,401,402,401,402,402,402
9:401,401,401,402,401,401,401,402,402,403,403,402,402,403,402,403,403,402,402,404,403,402,403,402,403,401,402,402,403,401,401,402,403,401,402,402,403,402,402,404,404,403,403,404,404,402,403,403,403,402,402,402,402,403,403,404,404,403,403,403,403,403,403,403,404,404,403,403,403,403,403,403,405,404,403,402,403,403,403,403,403,403,403,404,404,404,404,403,403,403,404,403,403,403,404,403,403,404,404,403,403,403,403,403,403,402,403,403,402,402,402,403,402,403,402,402,402,403,404,403,403,403,403,403,403,403,404,402,402,402,403,402,403,402,402,402,403,402,403,402,402,401,403,401,401,402,403,402,401,402,401,401,402,403,401,402,402,402,402,401,402,402,401,402,402,401,402,402,401,401,402,403,402,402,403,401,402,403,403,401,401,403,402,401,402,403,401,401,403,401,401,402,402,401,401,403,402,401,401,402,401,401,402,403,401,401,403,402,401,402,403,402,401,402,401,402,402,402,401,402,402,402,401,401,402,401,402,402,403,401,401,402,402,402,403,402,402,401,403,401,401,402,403,401,401,403,401,401,402,402,401,401,403,402,402,402,402,401,402,402,402,402,401,403,401,402,402,402,401,402,403,401,401,402,402,402,402,402,402,402,402,402,401,401,402,402,402,402,403,401,402,403,402,401,402,403,401,401,402,403,401,401,402,401,401,402,403,401,401,403,401,401,402,402,401,401,403,401,401,401,402,401,401,403,402,402,402,402,401,401,402,403,401,401,403,402,402,402,402,401,401,402,402,401,402,403,401,401,402,402,401,402,402,401,401,403,402,401,401,403,401,401,403,402,401,400,403,401,401,402,402,401,401,403,401,401,402,403,401,401,402,401,401,401,402,401,401,403,402,402,402,402,401,401,402,402,402,402,403,401,401,402,403,401,401,403,401,401,401,402,401,401,403,401,402,402,402,402,401,403,401,401,402,403,402,401,403,403,401,401,402,401,401,403,402,401,402,403,401,401,402,402,401,401,402,402,401,402,402,401,401,402,401,401,402,402,402,402,402,403,401,401,402,401,401,402,402,401,401,402,401,401,402,402,401,402,403,401,401,402,402,401,401,402,401,401,401,403,401,401,402,403,401,401,402,401,401,402,402
10:402,402,402,401,402,402,402,402,403,403,402,402,401,401,403,403,403,402,402,403,403,401,403,403,403,402,402,403,403,402,402,403,403,402,402,403,402,402,402,403,403,402,402,403,403,402,403,404,404,403,402,403,404,402,402,403,403,403,403,403,403,401,401,403,404,402,402,403,403,402,401,402,403,401,401,403,403,401,402,402,403,402,402,402,403,401,402,403,402,402,402,403,404,403,402,403,403,402,402,403,403,402,402,403,401,401,403,403,402,401,402,401,401,402,402,401,402,402,402,401,403,402,401,402,402,402,401,402,403,401,401,401,402,401,402,403,401,401,402,403,401,401,402,402,401,403,402,401,401,403,401,401,402,403,402,402,402,401,401,402,402,401,401,403,402,401,401,403,401,401,402,402,402,401,402,401,401,402,402,401,401,402,401,401,402,403,401,401,403,402,402,403,402,402,401,403,402,402,402,403,402,402,402,402,401,401,403,401,402,403,403,402,402,402,402,401,402,403,401,402,403,402,401,402,403,401,401,402,402,401,402,403,402,402,403,403,402,402,403,401,402,402,402,402,402,403,402,402,403,403,402,402,403,401,402,402,403,402,402,403,402,402,401,403,402,402,403,402,402,401,402,402,401,402,403,402,402,403,402,402,403,403,402,402,403,402,401,402,404,402,402,403,403,402,402,403,402,402,403,402,402,402,403,402,401,403,403,401,402,403,403,402,403,403,402,402,403,402,402,403,403,402,402,403,403,401,401,402,402,402,403,403,401,401,403,402,402,403,403,402,402,403,402,401,403,402,401,401,403,402,401,403,403,402,402,403,402,401,402,403,401,401,403,403,402,402,403,402,401,402,403,401,402,403,401,401,402,403,402,401,402,403,401,402,403,401,401,402,403,401,402,403,402,401,402,403,401,401,402,402,402,404,403,402,402,403,401,402,402,403,403,402,403,403,402,403,403,403,402,402,402,401,401,402,401,402,402,403,402,402,402,401,401,402,403,402,402,403,402,402,402,403,402,402,403,401,402,402,403,401,401,402,402,401,402,403,402,401,402,403,402,402,403,402,402,402,403,403,402,402,402,402,403,402,401,402,403,402,401,402,403,402,401,402,402,401,401,403,402,401,402,403,402,401,402,402,401,402,402
