hardware1,   52.126,        0
hardware2,   28.558,        0
hardware3,   52.168,        0
hardware4,   11.422,        0
hardware5,    45.09,        0
hardware6,    0.388,        0
hardware7,     0.64,        0
hardware8,   53.322,        0
hardware9,    47.45,        0
hardware10,   41.504,        0
hardware11,    47.04,        0
hardware12,   44.378,        0
hardware13,   10.588,        0
hardware14,   23.984,        0
hardware15,     0.25,        0
hardware16,   52.094,        0
hardware17,   49.338,        0
hardware18,      0.4,        0
hardware19,   24.184,        0
hardware20,    49.61,        0
hardware21,   33.824,        0
hardware22,   53.082,        0
hardware23,    0.428,        0
hardware24,    0.572,        0
hardware25,    43.37,        0
hardware26,   19.734,        0
hardware27,   46.686,        0
hardware28,    0.088,        0
hardware29,    0.476,        0
hardware30,   43.582,        0
hardware31,    43.96,        0
hardware32,   31.638,        0
hardware33,   41.968,        0
hardware34,   42.594,        0
hardware35,    0.526,        0
hardware36,   42.504,        0
hardware37,    27.46,        0
hardware38,   50.158,        0
hardware39,   23.668,        0
hardware40,   50.212,        0
hardware41,   51.718,        0
hardware42,    24.61,        0
hardware43,    0.488,        0
hardware44,    0.562,        0
hardware45,   54.492,        0
hardware46,   47.486,        0
hardware47,   23.102,        0
hardware48,     28.3,        0
hardware49,   41.994,        0
hardware50,    8.974,        0
