1,1.052,0
2,8.296,0
3,0.3,0
4,17.834,0
5,172.87,0
6,34.776,0
7,52.112,0
8,36.962,0
9,180.184,0
10,167.634,0
11,1.074,0
12,182.742,0
13,43.65,0
14,183.74,0
15,83.774,0
16,155.968,0
17,3.5,0
18,176.146,0
19,0.778,0
20,115.718,0
21,170.522,0
22,58.76,0
23,76.162,0
24,180.898,0
25,41.164,0
26,119.962,0
27,16.23,0
28,152.934,0
29,113.026,0
30,20.768,0
31,163.294,0
32,177.936,0
33,162.766,0
34,57.706,0
35,70.224,0
36,133.944,0
37,171.228,0
38,105.412,0
39,177.136,0
40,139.128,0
41,168.63,0
42,176.92,0
43,145.816,0
44,1.028,0
45,182.778,0
46,11.432,0
47,2.128,0
48,158.47,0
49,179.538,0
50,169.508,0
