hardware1, 12.995195925852544,        0
ardware2, 5.047192930485531,        0
hardware3, 12.228615235483659,        0
ardware4, 6.373930550973418,        0

hardware5, 14.154412261197836,        0
ardware6, 4.323210236636783,        0
hardware7, 13.358527327340122,        0
ardware8, 6.602123394101482,        0

ardware9, 4.873258566367212,        0
hardware10, 13.469176009120469,        0
ardware11, 8.683841954839382,        0

ardware12, 5.4892967365724115,        0
ardware13, 5.566376009764454,        0
hardware14, 12.859967728870796,        0
ardware15, 5.142699109523481,        0
hardware16, 4.844784496924304,        0

ardware17, 6.915445062731267,        0
hardware18, 13.078114466403859,        0
ardware19, 7.373537280263227,        0

ardware2, 5.100398308878188,        0

hardware2, 4.6983554122231395,        0

rdware22, 5.4606580087468055,        0
ardware23, 4.250511151660147,        0
hardware24, 12.74558191180856,        0

ardware25, 5.1069281194582725,        0
rdware26, 4.6992268363734215,        0
hardware27, 4.2013820127544586,        0
ardware28, 7.927189161561223,        0

ardware29, 6.153317693602998,        0
hardware30, 10.516205938595137,        0
ardware31, 5.418953705750944,        0
hardware32, 13.713112432912842,        0
ardware33, 9.536193429604442,        0

ardware34, 6.831816887881248,        0
hardware35, 13.055156797850412,        0
hardware36, 13.50226547159413,        0

ardware37, 5.604919476217046,        0
hardware38, 10.879263003169722,        0
ardware39, 7.221740978127623,        0

ardware40, 4.547533741522495,        0
ardware41, 3.893523083763897,        0
hardware4, 11.6355173832508,        0
0
hardware43, 12.228615235483659,        0
rdware44, 4.862044106080869,        0
hardware45, 14.237361584250436,        0
ardware46, 6.87329020416313,        0


rdware47, 3.7699128682929097,        0
hardware48, 14.388463790459548,        0
rdware49, 5.104904002524853,        0
hardware50, 12.660596399660003,        0
rdware6, 5.747003071453399,        0
hardware23, 11.869947332010629,        0
ardware41, 5.353082290546661,        0
hardware47, 13.469176009120469,        0
hardware22, 13.462999115046939,        0
ardware15, 7.392519137952409,        0
ardware44, 5.491453952800148,        0
hardware26, 14.237361584250436,        0
ardware40, 6.031397423334856,        0

hardware6, 13.358527327340122,        0
ardware41, 7.3924429224201065,        0
ardware20, 5.649528256448664,        0
hardware44, 11.756106298416501,        0
hardware49, 4.2194310762239535,        0
ardware9, 6.632240355019482,        0
hardware31, 4.405575706194837,        0

ardware29, 6.545540539062404,        0
hardware40, 11.775157356413022,        0
hardware37, 14.388463790459548,        0
ardware13, 8.972336670413926,        0
hardware12, 13.358527327340122,        0
ardware25, 10.356350715273384,        0
hardware46, 11.66604191837183,        0

rdware20, 6.115433481064424,        0
hardware29, 11.745137919027215,        0
rdware39, 7.221740978127623,        0
hardware34, 11.549240678792394,        0
ardware20, 6.930289157675361,        0
hardware21, 12.440352931062685,        0
ardware39, 11.249070374651462,        0
ardware17, 7.669524615738483,        0
hardware8, 12.65356579714639,        0

ardware9, 7.5221839017996555,        0
ardware42, 7.65378592951988,        0

hardware20, 12.292930414325518,        0
ardware19, 7.423982029820741,        0
hardware15, 13.013878334986947,        0
ardware42, 11.037814925936706,        0
ardware9, 8.425516355034201,        0

hardware41, 13.594436780846328,        0
hardware17, 13.471052047506044,        0
ardware19, 10.147221510374068,        0
ardware13, 10.143879673783367,        0
ardware28, 8.450055022325209,        0
hardware28, 11.90613664249397,        0

ardware9, 10.563210896939056,        0
ardware13, 11.565094454598865,        0
hardware11, 13.224938357591375,        0
ardware19, 10.12148817895567,        0

hardware42, 13.014544002957857,        0
hardware33, 12.543710495346527,        0
ardware19, 10.129076732388745,        0
hardware25, 12.657379151428913,        0
hardware19, 12.742878194461582,        0
hardware39, 14.388463790459548,        0
hardware13, 14.388463790459548,        0
hardware9, 12.760789255944893,        0
