hardware1,    0.064,        0
hardware2,   16.322,        0
hardware3,     0.23,        0
hardware4,   14.792,        0
hardware5,   21.122,        0
hardware6,   20.364,        0
hardware7,    0.032,        0
hardware8,   25.366,        0
hardware9,    0.274,        0
hardware10,   15.142,        0
hardware11,   23.306,        0
hardware12,    0.222,        0
hardware13,   20.352,        0
hardware14,    20.57,        0
hardware15,    0.276,        0
hardware16,    16.79,        0
hardware17,   19.832,        0
hardware18,   14.344,        0
hardware19,    1.488,        0
hardware20,   22.758,        0
hardware21,     1.59,        0
hardware22,    6.574,        0
hardware23,    22.78,        0
hardware24,    0.234,        0
hardware25,   19.156,        0
hardware26,   23.224,        0
hardware27,   21.282,        0
hardware28,    23.57,        0
hardware29,    0.352,        0
hardware30,   15.382,        0
hardware31,    1.878,        0
hardware32,    0.756,        0
hardware33,    22.49,        0
hardware34,   19.578,        0
hardware35,   25.356,        0
hardware36,    20.89,        0
hardware37,   29.432,        0
hardware38,    20.79,        0
hardware39,    15.06,        0
hardware40,   17.198,        0
hardware41,    0.278,        0
hardware42,   23.468,        0
hardware43,   24.182,        0
hardware44,    25.31,        0
hardware45,    21.25,        0
hardware46,   17.282,        0
hardware47,   23.516,        0
hardware48,    20.87,        0
hardware49,   30.706,        0
hardware50,    0.218,        0
