hardware1,   31.354,        0
hardware2,    0.204,        0
hardware3,   11.196,        0
hardware4,   34.732,        0
hardware5,   30.628,        0
hardware6,    7.346,        0
hardware7,    0.786,        0
hardware8,   32.998,        0
hardware9,   31.846,        0
hardware10,   32.558,        0
hardware11,     7.43,        0
hardware12,     7.86,        0
hardware13,    0.718,        0
hardware14,    1.144,        0
hardware15,    0.568,        0
hardware16,    9.906,        0
hardware17,   29.852,        0
hardware18,    0.528,        0
hardware19,    3.252,        0
hardware20,    0.384,        0
hardware21,    1.188,        0
hardware22,   25.366,        0
hardware23,    0.482,        0
hardware24,   27.932,        0
hardware25,   25.414,        0
hardware26,    28.67,        0
hardware27,    9.878,        0
hardware28,    34.27,        0
hardware29,   29.764,        0
hardware30,    0.802,        0
hardware31,    60.74,        0
hardware32,    6.428,        0
hardware33,   34.216,        0
hardware34,   30.282,        0
hardware35,    0.462,        0
hardware36,   10.972,        0
hardware37,     0.64,        0
hardware38,   62.876,        0
hardware39,    7.658,        0
hardware40,     0.51,        0
hardware41,   28.828,        0
hardware42,     1.25,        0
hardware43,    3.236,        0
hardware44,    0.516,        0
hardware45,   47.828,        0
hardware46,   29.828,        0
hardware47,   33.652,        0
hardware48,    29.32,        0
hardware49,   10.748,        0
hardware50,   32.978,        0
