NEW BEST BELOW: hardware45 in gen 879
1, 648
2, 714
3, 714
4, 714
5, 714
6, 714
7, 646
8, 646
9, 647
10, 647
11, 647
12, 716
13, 716
14, 717
15, 717
16, 717
17, 648
18, 650
19, 648
20, 646
21, 647
22, 714
23, 714
24, 714
25, 714
26, 714
27, 646
28, 645
29, 647
30, 647
31, 646
32, 714
33, 714
34, 714
35, 714
36, 714
37, 645
38, 645
39, 646
40, 646
41, 647
42, 714
43, 714
44, 714
45, 714
46, 714
47, 645
48, 646
49, 646
50, 645
51, 646
52, 647
53, 714
54, 714
55, 714
56, 714
57, 714
58, 645
59, 647
60, 646
61, 647
62, 646
63, 714
64, 714
65, 714
66, 714
67, 714
68, 645
69, 645
70, 646
71, 645
72, 646
73, 714
74, 714
75, 714
76, 714
77, 714
78, 645
79, 647
80, 646
81, 646
82, 645
83, 714
84, 714
85, 714
86, 714
87, 714
88, 645
89, 645
90, 646
91, 647
92, 646
93, 714
94, 714
95, 714
96, 714
97, 714
98, 644
99, 645
100, 645
101, 646
102, 645
103, 646
104, 646
105, 647
106, 647
107, 646
108, 646
109, 714
110, 714
111, 714
112, 714
113, 714
114, 645
115, 646
116, 646
117, 647
118, 646
119, 714
120, 714
121, 714
122, 714
123, 714
124, 645
125, 646
126, 646
127, 646
128, 646
129, 714
130, 714
131, 714
132, 714
133, 714
134, 645
135, 645
136, 646
137, 646
138, 646
139, 714
140, 714
141, 714
142, 714
143, 714
144, 646
145, 646
146, 645
147, 646
148, 646
149, 714
150, 714
151, 714
152, 714
153, 645
154, 646
155, 647
156, 647
157, 646
158, 714
159, 714
160, 714
161, 714
162, 714
163, 644
164, 646
165, 646
166, 646
167, 646
168, 714
169, 714
170, 714
171, 714
172, 714
173, 644
174, 645
175, 644
176, 646
177, 645
178, 714
179, 714
180, 714
181, 714
182, 714
183, 645
184, 646
185, 646
186, 646
187, 646
188, 714
189, 714
190, 714
191, 714
192, 714
193, 645
194, 646
195, 646
196, 646
197, 645
198, 646
199, 646
200, 646
201, 645
202, 646
203, 713
204, 713
205, 714
206, 714
207, 714
208, 646
209, 645
210, 647
211, 646
212, 646
213, 714
214, 714
215, 714
216, 714
217, 714
218, 645
219, 645
220, 645
221, 646
222, 646
223, 714
224, 714
225, 714
226, 714
227, 714
228, 646
229, 644
230, 646
231, 646
232, 646
233, 714
234, 714
235, 714
236, 714
237, 714
238, 647
239, 645
240, 647
241, 647
242, 646
243, 714
244, 714
245, 714
246, 714
247, 714
248, 645
249, 645
250, 646
251, 646
252, 714
253, 714
254, 714
255, 714
256, 714
257, 644
258, 645
259, 646
260, 646
261, 646
262, 714
263, 714
264, 714
265, 714
266, 714
267, 645
268, 646
269, 646
270, 645
271, 646
272, 714
273, 714
274, 714
275, 714
276, 714
277, 645
278, 646
279, 647
280, 645
281, 645
282, 714
283, 714
284, 713
285, 714
286, 714
287, 645
288, 646
289, 646
290, 646
291, 645
292, 714
293, 714
294, 714
295, 714
296, 714
297, 646
298, 646
299, 646
300, 645
301, 646
302, 644
303, 646
304, 646
305, 645
306, 646
307, 714
308, 714
309, 714
310, 714
311, 714
312, 645
313, 646
314, 646
315, 646
316, 646
317, 714
318, 714
319, 714
320, 714
321, 714
322, 644
323, 646
324, 646
325, 645
326, 644
327, 714
328, 714
329, 714
330, 714
331, 714
332, 644
333, 645
334, 645
335, 645
336, 646
337, 714
338, 714
339, 714
340, 714
341, 714
342, 646
343, 646
344, 646
345, 645
346, 646
347, 714
348, 714
349, 714
350, 714
351, 714
352, 645
353, 646
354, 645
355, 646
356, 646
357, 714
358, 714
359, 714
360, 714
361, 714
362, 645
363, 645
364, 646
365, 646
366, 646
367, 714
368, 714
369, 714
370, 714
371, 714
372, 645
373, 645
374, 645
375, 644
376, 646
377, 714
378, 714
379, 714
380, 714
381, 714
382, 645
383, 646
384, 647
385, 646
386, 646
387, 714
388, 713
389, 714
390, 714
391, 714
392, 646
393, 645
394, 647
395, 646
396, 646
397, 646
398, 646
399, 646
400, 646
401, 646
402, 714
403, 646
404, 714
405, 646
406, 714
407, 645
408, 714
409, 646
410, 714
411, 646
412, 714
413, 646
414, 714
415, 646
416, 714
417, 645
418, 714
419, 646
420, 714
421, 714
422, 645
423, 714
424, 645
425, 714
426, 644
427, 714
428, 646
429, 714
430, 646
431, 714
432, 645
433, 714
434, 646
435, 714
436, 646
437, 714
438, 644
439, 714
440, 646
441, 714
442, 646
