hardware1,    30.95,        0
hardware2,   31.874,        0
hardware3,    30.55,        0
hardware4,    27.08,        0
hardware5,   29.634,        0
hardware6,   27.762,        0
hardware7,    24.08,        0
hardware8,    0.492,        0
hardware9,   32.234,        0
hardware10,    0.346,        0
hardware11,   31.156,        0
hardware12,   31.668,        0
hardware13,    0.494,        0
hardware14,    0.402,        0
hardware15,    29.35,        0
hardware16,    30.12,        0
hardware17,   33.268,        0
hardware18,   31.416,        0
hardware19,     30.2,        0
hardware20,    0.346,        0
hardware21,    0.462,        0
hardware22,    0.462,        0
hardware23,   30.784,        0
hardware24,    32.39,        0
hardware25,   28.124,        0
hardware26,   31.444,        0
hardware27,    0.436,        0
hardware28,   31.142,        0
hardware29,   30.104,        0
hardware30,   33.264,        0
hardware31,   33.912,        0
hardware32,     0.47,        0
hardware33,   29.886,        0
hardware34,    0.464,        0
hardware35,   32.044,        0
hardware36,   32.004,        0
hardware37,    29.54,        0
hardware38,    25.34,        0
hardware39,      0.4,        0
hardware40,    0.648,        0
hardware41,   30.348,        0
hardware42,   30.842,        0
hardware43,   34.008,        0
hardware44,    29.37,        0
hardware45,     0.44,        0
hardware46,   30.524,        0
hardware47,     0.38,        0
hardware48,   31.896,        0
hardware49,   32.204,        0
hardware50,   33.844,        0
