hardware1,   46.942,        0
hardware2,   53.416,        0
hardware3,     0.19,        0
hardware4,    24.56,        0
hardware5,   54.188,        0
hardware6,   50.326,        0
hardware7,   52.358,        0
hardware8,   50.542,        0
hardware9,   50.252,        0
hardware10,   53.962,        0
hardware11,     0.12,        0
hardware12,   20.984,        0
hardware13,   54.874,        0
hardware14,   55.034,        0
hardware15,    0.186,        0
hardware16,   56.754,        0
hardware17,    0.174,        0
hardware18,   44.974,        0
hardware19,    0.196,        0
hardware20,    50.46,        0
hardware21,     0.23,        0
hardware22,    48.23,        0
hardware23,    45.44,        0
hardware24,   46.946,        0
hardware25,   33.378,        0
hardware26,   56.404,        0
hardware27,    0.664,        0
hardware28,   48.438,        0
hardware29,   53.458,        0
hardware30,     0.18,        0
hardware31,   46.724,        0
hardware32,   54.026,        0
hardware33,    55.14,        0
hardware34,    0.168,        0
hardware35,   54.014,        0
hardware36,   35.556,        0
hardware37,   56.338,        0
hardware38,    53.73,        0
hardware39,   52.978,        0
hardware40,    0.144,        0
hardware41,    56.33,        0
hardware42,   54.032,        0
hardware43,     0.47,        0
hardware44,   52.964,        0
hardware45,   53.316,        0
hardware46,    0.368,        0
hardware47,   26.536,        0
hardware48,   30.306,        0
hardware49,   32.858,        0
hardware50,    0.148,        0
