1:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6:1.672454184515891e-297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7:1.7783305416222655e-296,1.6517957447095717e-296,1.5342582296630747e-296,1.5342582296630747e-296,1.4250786800085563e-296,1.3734358586142676e-296,1.32366317584013e-296,1.32366317584013e-296,1.275692956465566e-296,9.851779701627574e-297,9.494670291540664e-297,7.332027782862986e-297,6.325114386242856e-297,2.4203983141082003e-297,6.634874231061157e-298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8:0.8215483397183818,2.138677240991096e-296,2.138677240991096e-296,1.8451849682055334e-296,1.7138966593057302e-296,1.7138966593057302e-296,1.5919433876006066e-296,1.5919433876006066e-296,1.5342582296630747e-296,1.4786618542320772e-296,1.4250786800085563e-296,1.4250786800085563e-296,1.3734358586142676e-296,1.32366317584013e-296,1.2294599725128743e-296,1.1005670271717572e-296,1.1005670271717572e-296,9.851779701627574e-297,6.809999993668741e-297,3.7711052159699105e-297,2.166364938173373e-297,2.0877524806250216e-297,1.8686095894084025e-297,1.1990512501754053e-297,1.0341818377992769e-297,3.952410761952682e-298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9:0.990386012730879,0.9822980533793088,0.9790055181016938,0.9769419942417559,0.976730509194085,0.9754420754752838,0.9551331730533532,0.9530861315795482,0.9324516301148803,0.9024838352642942,0.894588001690401,0.8941654087050573,0.8873103239205318,0.8762551178699075,0.8739951085211378,0.8661925941962944,0.8529554161265371,0.8402548838639021,0.8372705692311392,0.8317490552020301,2.2190674193190377e-296,2.2190674193190377e-296,1.9865223084506178e-296,1.7783305416222655e-296,1.7783305416222655e-296,1.7138966593057302e-296,1.6517957447095717e-296,1.6517957447095717e-296,1.5342582296630747e-296,1.5342582296630747e-296,1.4786618542320772e-296,1.4250786800085563e-296,1.1849013548119579e-296,9.851779701627574e-297,9.15049630894836e-297,7.894040590980503e-297,3.913040210207838e-297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:0.999992000032,0.9992003199146837,0.9946065969067884,0.9943977514509784,0.9936358376152722,0.9851469116976695,0.9849760035352019,0.9828507514660983,0.9801986733067553,0.9798047126314872,0.9769419942417559,0.9723062034557024,0.963683844788974,0.9634212767177934,0.9618271713670768,0.9607466849735685,0.9530861315795482,0.9405880633643421,0.9369170761184318,0.9310502769449283,0.9303448082414207,0.9238532872313421,0.9220051221165786,0.9167279726237834,0.9163453185798028,0.9053279728448793,0.9024838352642942,0.8735411859788501,0.864796984151152,0.8266742955879426,2.138677240991096e-296,1.9865223084506178e-296,1.8451849682055334e-296,1.5919433876006066e-296,1.4786618542320772e-296,1.275692956465566e-296,1.2294599725128743e-296,1.2294599725128743e-296,3.913040210207838e-297,3.913040210207838e-297,1.1555219183087555e-297,8.283666730551025e-298,3.952410761952682e-298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
