1,39167,0
2,41851,0
3,38100,0
4,33633,0
5,38534,0
6,25,0
7,39260,0
8,38765,0
9,35344,0
10,38459,0
11,42202,0
12,38404,0
13,39742,0
14,33330,0
15,34417,0
16,34447,0
17,32793,0
18,38215,0
19,40421,0
20,36231,0
21,33875,0
22,39127,0
23,41492,0
24,33853,0
25,33632,0
26,38854,0
27,39285,0
28,27089,0
29,41212,0
30,37844,0
31,41634,0
32,38926,0
33,38605,0
34,41402,0
35,39009,0
36,38326,0
37,35935,0
38,33229,0
39,42396,0
40,28922,0
41,33527,0
42,38981,0
43,34139,0
44,40691,0
45,29618,0
46,38335,0
47,38793,0
48,0,0
49,40219,0
50,42571,0
