1,41331,0
2,40355,0
3,40048,0
4,0,0
5,39806,0
6,38954,0
7,40197,0
8,40410,0
9,40116,0
10,40177,0
11,39926,0
12,39867,0
13,40145,0
14,39943,0
15,39846,0
16,40422,0
17,40302,0
18,40688,0
19,40470,0
20,40635,0
21,40774,0
22,40194,0
23,40290,0
24,43393,0
25,40365,0
26,40164,0
27,40477,0
28,40290,0
29,40532,0
30,0,0
31,39896,0
32,39940,0
33,40610,0
34,0,0
35,39789,0
36,40464,0
37,40278,0
38,40954,0
39,0,0
40,40795,0
41,40154,0
42,39106,0
43,40529,0
44,40325,0
45,39198,0
46,40184,0
47,0,0
48,0,0
49,40054,0
50,40158,0
