0:34.382,402.1743486973948
1:31.538,380.0921843687375
2:29.808,395.32865731462925
3:28.54,419.7034068136273
4:28.008,414.8056112224449
5:28.972,428.4509018036072
6:25.91,403.9158316633266
7:25.458,412.52104208416836
8:29.968,375.1182364729459
9:33.174,367.6653306613226
10:34.68,385.53507014028054
11:33.222,369.8977955911824
12:32.034,403.8617234468938
13:26.928,425.7795591182365
14:29.8,437.1022044088176
15:25.886,438.5270541082164
16:34.292,417.6833667334669
17:28.674,448.40480961923845
18:32.81,420.60921843687373
19:21.694,460.9318637274549
20:37.1,391.8797595190381
21:31.108,404.09018036072143
22:36.968,402.2885771543086
23:32.922,361.86573146292585
24:38.778,379.35871743486973
25:41.412,357.69739478957916
26:36.434,387.6212424849699
27:32.612,421.24448897795594
28:25.252,446.9498997995992
29:35.892,387.7615230460922
30:25.676,431.0120240480962
31:29.024,424.0300601202405
32:29.008,418.8176352705411
33:24.748,420.937875751503
34:32.638,380.82765531062125
35:29.432,421.7194388777555
36:32.518,363.3366733466934
37:32.718,408.7955911823647
38:32.828,398.04008016032066
39:30.596,418.40881763527057
40:28.48,398.751503006012
41:36.366,374.498997995992
42:44.632,354.1583166332665
43:40.312,375.59118236472943
44:43.474,356.7955911823647
45:40.252,366.61723446893785
46:36.146,394.4529058116232
47:41.436,381.6573146292585
48:37.996,357.24448897795594
49:57.242,234.2745490981964
50:58.49,302.95991983967934
51:67.514,303.0561122244489
52:70.698,285.8256513026052
53:72.608,263.34068136272543
54:60.986,279.09819639278555
55:63.262,272.3947895791583
56:56.508,287.57915831663325
57:59.602,273.42885771543087
58:60.548,257.0821643286573
59:60.512,257.2625250501002
60:63.482,313.5090180360721
61:62.252,289.1182364729459
62:66.626,296.1583166332665
63:63.946,300.32665330661325
64:64.546,324.61523046092185
65:72.484,331.5931863727455
66:70.194,254.00801603206412
67:71.798,268.3246492985972
68:71.338,339.52104208416836
69:58.2,315.00400801603206
70:69.428,315.10821643286573
71:64.42,302.90981963927857
72:58.918,250.37274549098197
73:71.778,279.04208416833666
74:73.45,339.501002004008
75:72.208,269.9539078156313
76:76.244,317.4428857715431
77:71.476,323.25250501002006
78:58.16,293.66132264529057
79:61.426,269.7755511022044
80:63.218,279.49498997995994
81:64.066,258.08817635270543
82:78.352,267.7675350701403
83:73.29,292.04008016032066
84:78.464,274.0300601202405
85:65.856,258.5130260521042
86:73.184,330.94188376753505
87:75.73,311.06012024048096
88:84.024,265.1382765531062
89:82.586,279.937875751503
90:77.7,292.27054108216436
91:76.66,325.1843687374749
92:84.892,285.1643286573146
93:92.118,329.8797595190381
94:79.648,261.83967935871743
95:74.874,292.48496993987976
96:76.072,292.5170340681363
97:75.394,352.12625250501003
98:63.734,316.7014028056112
99:77.78,310.6813627254509
100:81.82,310.9539078156313
101:72.388,312.30060120240483
102:81.084,315.92985971943887
103:82.82,274.88577154308615
104:80.55,309.91182364729457
105:87.842,290.44088176352705
106:81.016,349.00400801603206
107:68.68,252.74549098196394
108:66.81,284.50501002004006
109:55.424,265.21643286573146
110:68.884,299.6372745490982
111:78.458,282.3326653306613
112:55.536,270.2244488977956
113:71.878,312.53306613226454
114:67.888,292.01603206412824
115:60.082,291.1482965931864
116:46.562,290.07014028056113
117:55.394,334.31062124248496
118:58.398,245.01402805611224
119:44.782,317.8977955911824
120:44.342,282.63326653306615
121:52.964,251.00200400801603
122:49.844,272.95991983967934
123:56.954,260.5310621242485
124:47.346,263.84769539078155
125:52.918,250.50701402805612
126:56.818,327.8176352705411
127:51.236,276.4729458917836
128:47.73,245.22044088176352
129:49.57,366.1102204408818
130:47.624,363.45891783567134
131:56.47,329.4248496993988
132:44.082,390.85971943887773
133:60.074,311.87374749498997
134:52.272,366.1322645290581
135:39.424,410.12424849699397
136:55.198,361.2304609218437
137:60.006,292.88577154308615
138:55.768,253.72945891783567
139:53.334,253.09619238476955
140:50.192,267.43887775551104
141:47.056,276.811623246493
142:43.066,286.90981963927857
143:57.334,247.40480961923848
144:48.694,259.90380761523045
145:49.812,279.7374749498998
146:47.66,271.6933867735471
147:64.694,285.3306613226453
148:48.112,232.8557114228457
149:58.12,226.41683366733466
150:47.592,225.6192384769539
151:51.21,213.91983967935872
152:53.59,193.09819639278558
153:54.908,255.82364729458916
154:59.63,246.59919839679358
155:58.752,246.7995991983968
156:53.726,240.60921843687376
157:74.588,269.9739478957916
158:51.75,255.62925851703406
159:46.164,242.67334669338678
160:45.71,239.96993987975952
161:41.748,280.97595190380764
162:53.132,248.16633266533066
163:53.024,273.57715430861725
164:54.772,277.43086172344687
165:64.138,308.3687374749499
166:61.408,310.8336673346693
167:50.832,265.88376753507015
168:58.88,258.6653306613226
169:57.71,270.05210420841684
170:43.34,275.42084168336675
171:48.296,240.52104208416833
172:41.578,413.60921843687373
173:54.2,373.98396793587176
174:46.998,382.4809619238477
175:43.588,403.90380761523045
176:44.1,393.08817635270543
177:42.512,377.4128256513026
178:34.194,423.2384769539078
179:43.734,389.6392785571142
180:34.502,416.5390781563126
181:46.454,348.99799599198394
182:36.418,422.91182364729457
183:33.144,432.60320641282567
184:28.99,438.2585170340681
185:35.608,423.2585170340681
186:29.636,428.1663326653307
187:34.278,443.0120240480962
188:36.414,413.01603206412824
189:22.726,464.1202404809619
190:25.752,440.1482965931864
191:39.104,403.2745490981964
192:32.098,434.6112224448898
193:35.488,422.95791583166334
194:31.552,449.40280561122245
195:39.362,394.498997995992
196:32.77,431.32264529058114
197:52.334,249.94589178356713
198:60.132,284.2184368737475
199:67.996,312.8236472945892
200:56.652,261.4529058116232
201:38.426,420.58917835671343
202:32.358,433.2184368737475
203:39.042,401.8617234468938
204:45.382,403.95791583166334
205:34.824,426.9458917835671
206:28.112,425.935871743487
207:41.308,412.2244488977956
208:46.24,377.7935871743487
209:39.212,394.3947895791583
210:53.834,359.2004008016032
211:38.27,413.0541082164329
212:27.23,443.3426853707415
213:63.544,250.1623246492986
214:65.884,235.54709418837675
215:65.72,267.49699398797594
216:67.966,259.7755511022044
217:58.52,245.94188376753507
218:50.692,206.22444889779558
219:64.684,246.96392785571143
220:59.066,220.11422845691382
221:65.746,246.01202404809618
222:58.252,220.36472945891782
223:59.384,230.24649298597194
224:60.452,242.22244488977955
225:65.988,295.498997995992
226:66.796,234.45490981963928
227:66.786,295.937875751503
228:65.532,278.8176352705411
229:65.936,271.57715430861725
230:61.116,253.30861723446893
231:65.752,241.58316633266534
232:53.47,197.88176352705412
233:57.608,208.78356713426854
234:55.912,195.1202404809619
235:53.796,181.29058116232466
236:58.902,227.22044088176352
237:51.976,206.15230460921845
238:58.026,230.7434869739479
239:52.842,198.87174348697394
240:58.95,239.59118236472946
241:57.584,227.92184368737475
242:61.612,243.85170340681364
243:57.526,211.18837675350701
244:58.824,216.62925851703406
245:62.282,250.5811623246493
246:60.052,222.4809619238477
247:37.484,385.53306613226454
248:53.522,336.4809619238477
249:47.818,372.34669338677355
250:38.774,379.00200400801606
251:46.484,337.0180360721443
252:32.336,424.63527054108215
253:42.106,400.7755511022044
254:57.478,389.6292585170341
255:44.374,397.28256513026054
256:48.328,368.062124248497
257:31.99,436.80961923847696
258:41.392,371.2304609218437
259:36.748,421.6633266533066
260:45.704,411.87174348697397
261:40.884,392.9438877755511
262:26.684,459.3887775551102
263:44.734,417.2124248496994
264:41.596,402.9639278557114
265:46.994,405.5290581162325
266:38.238,429.0821643286573
267:35.142,422.8637274549098
268:38.41,404.5390781563126
269:46.744,375.72745490981964
270:38.97,414.7595190380762
271:50.926,375.4709418837675
272:34.264,408.937875751503
273:44.496,407.2685370741483
274:47.514,394.8436873747495
275:39.24,385.24448897795594
276:45.374,388.2785571142285
277:47.866,354.86573146292585
278:30.296,401.1663326653307
279:41.112,391.0921843687375
280:45.234,385.70941883767534
281:58.01,347.8236472945892
282:41.754,388.3446893787575
283:40.012,419.08817635270543
284:57.488,354.1322645290581
285:53.662,341.86573146292585
286:43.408,388.78356713426854
287:52.642,358.97595190380764
288:46.16,378.29258517034066
289:39.758,398.07214428857714
290:49.638,372.27254509018036
291:58.524,332.4268537074148
292:56.962,340.57915831663325
293:49.554,380.56913827655313
294:41.402,415.25250501002006
295:45.038,389.0
296:52.292,364.2805611222445
297:53.192,381.2585170340681
298:42.08,403.57715430861725
299:38.562,421.72745490981964
300:38.398,401.8997995991984
301:44.704,387.9619238476954
302:41.622,376.02204408817636
303:45.68,342.61723446893785
304:63.65,272.6052104208417
305:53.65,289.74549098196394
306:52.798,233.99198396793588
307:62.378,255.1202404809619
308:58.278,243.85370741482967
309:65.438,263.6953907815631
310:65.304,273.89579158316633
311:62.01,252.0320641282565
312:56.194,248.3687374749499
313:55.962,287.1623246492986
314:60.022,254.7374749498998
315:60.388,288.34669338677355
316:52.184,305.5090180360721
317:47.484,312.3627254509018
318:58.492,312.4148296593186
319:54.394,304.4248496993988
320:54.484,266.5170340681363
321:46.38,274.6633266533066
322:51.562,265.6112224448898
323:42.25,296.7755511022044
324:45.026,275.81963927855713
325:48.336,262.39679358717433
326:51.124,229.29458917835672
327:49.504,256.2244488977956
328:45.812,218.03406813627254
329:42.558,239.82965931863728
330:47.5,210.5050100200401
331:44.68,239.25450901803606
332:47.738,237.749498997996
333:48.438,257.0761523046092
334:51.902,218.71943887775552
335:53.33,222.90380761523045
336:49.126,250.04408817635272
337:52.6,242.36472945891782
338:54.596,253.0821643286573
339:50.376,294.49498997995994
340:58.506,272.82164328657313
341:51.656,262.40280561122245
342:49.422,245.72945891783567
343:56.822,234.69539078156313
344:53.844,260.19839679358716
345:48.074,215.05811623246493
346:47.05,215.6673346693387
347:55.12,245.6673346693387
348:55.154,238.86372745490982
349:52.218,265.7615230460922
350:44.91,297.9939879759519
351:47.54,272.8677354709419
352:52.248,296.25250501002006
353:55.552,288.45891783567134
354:53.712,296.7394789579158
355:46.974,287.73346693386776
356:44.292,259.63527054108215
357:54.262,259.8056112224449
358:53.986,245.3887775551102
359:51.574,276.4889779559118
360:47.774,249.63326653306612
361:65.694,278.6633266533066
362:50.326,256.436873747495
363:49.116,272.64729458917833
364:45.574,281.1122244488978
365:50.404,257.7414829659319
366:43.88,265.9058116232465
367:44.046,265.6933867735471
368:54.652,248.69739478957916
369:58.884,251.2304609218437
370:58.338,287.9519038076152
371:46.42,262.65130260521045
372:50.912,270.03206412825654
373:46.5,282.1843687374749
374:50.084,250.79559118236472
375:49.94,249.75150300601203
376:48.066,252.13426853707415
377:52.658,244.72745490981964
378:43.46,300.0921843687375
379:47.612,294.1763527054108
380:49.096,295.43086172344687
381:46.778,281.12625250501003
382:42.964,258.75350701402806
383:46.06,199.33867735470943
