1,30673,0
2,51176,0
3,51326,0
4,35073,0
5,0,0
6,50857,0
7,8088,0
8,40998,0
9,40713,0
10,51151,0
11,22890,0
12,0,0
13,360,0
14,51115,0
15,26413,0
16,51289,0
17,47007,0
18,51290,0
19,37557,0
20,51670,0
21,25774,0
22,-1,0
23,51230,0
24,44978,0
25,43931,0
26,47231,0
27,51154,0
28,42038,0
29,40952,0
30,45219,0
31,335,0
32,51098,0
33,0,0
34,26524,0
35,41683,0
36,47429,0
37,42042,0
38,47280,0
39,47506,0
40,149,0
41,45293,0
42,44588,0
43,46640,0
44,52185,0
45,51146,0
46,51258,0
47,51193,0
48,47454,0
49,44318,0
50,47993,0
