1,40223,0
2,39839,0
3,40231,0
4,39662,0
5,44327,0
6,40160,0
7,40195,0
8,39803,0
9,40066,0
10,39783,0
11,39673,0
12,39769,0
13,39619,0
14,39634,0
15,39601,0
16,40070,0
17,39890,0
18,0,0
19,40015,0
20,40150,0
21,39915,0
22,39666,0
23,39619,0
24,39764,0
25,39746,0
26,40116,0
27,39651,0
28,41729,0
29,39798,0
30,39849,0
31,39754,0
32,39840,0
33,39907,0
34,39896,0
35,40066,0
36,39670,0
37,0,0
38,40251,0
39,39785,0
40,39930,0
41,39833,0
42,39736,0
43,39890,0
44,39964,0
45,39831,0
46,39756,0
47,39929,0
48,39888,0
49,39830,0
50,39737,0
