hardware1,   23.956,        0
hardware2,   24.808,        0
hardware3,    0.658,        0
hardware4,   30.102,        0
hardware5,   22.696,        0
hardware6,   24.516,        0
hardware7,    26.96,        0
hardware8,    6.322,        0
hardware9,   29.226,        0
hardware10,   30.904,        0
hardware11,    8.066,        0
hardware12,   28.548,        0
hardware13,      0.1,        0
hardware14,   29.282,        0
hardware15,   26.494,        0
hardware16,   19.794,        0
hardware17,    0.528,        0
hardware18,    0.056,        0
hardware19,    9.662,        0
hardware20,   27.316,        0
hardware21,   31.994,        0
hardware22,   11.672,        0
hardware23,     6.27,        0
hardware24,    0.498,        0
hardware25,   22.274,        0
hardware26,   27.984,        0
hardware27,    23.23,        0
hardware28,    1.584,        0
hardware29,   28.872,        0
hardware30,   30.126,        0
hardware31,   26.216,        0
hardware32,   22.414,        0
hardware33,    30.92,        0
hardware34,   19.208,        0
hardware35,   31.256,        0
hardware36,    0.432,        0
hardware37,   25.942,        0
hardware38,   31.428,        0
hardware39,    0.248,        0
hardware40,    29.11,        0
hardware41,    0.416,        0
hardware42,    24.47,        0
hardware43,    27.05,        0
hardware44,   27.272,        0
hardware45,    0.092,        0
hardware46,    19.13,        0
hardware47,    0.406,        0
hardware48,    24.41,        0
hardware49,    0.616,        0
hardware50,   28.888,        0
