1, 88
2, 103
3, 102
4, 96
5, 83
6, 101
7, 69
8, 109
9, 99
10, 93
11, 128
12, 277
13, 77
14, 97
15, 107
16, 109
17, 78
18, 112
19, 130
20, 92
21, 95
22, 140
23, 128
24, 157
25, 61
26, 97
27, 122
28, 154
29, 264
30, 180
31, 101
32, 142
33, 158
34, 137
35, 140
36, 116
37, 123
38, 172
39, 79
40, 133
41, 115
42, 120
43, 98
44, 62
45, 87
46, 130
47, 112
48, 97
49, 104
50, 110
51, 209
52, 133
53, 121
54, 147
55, 76
56, 154
57, 77
58, 82
59, 151
60, 75
61, 127
62, 135
63, 129
64, 98
65, 126
66, 187
67, 159
68, 160
69, 81
70, 169
71, 149
72, 122
73, 182
74, 143
75, 97
76, 109
77, 142
78, 114
79, 111
80, 80
81, 115
82, 83
83, 154
84, 110
85, 134
86, 135
87, 159
88, 162
89, 105
90, 123
91, 167
92, 164
93, 126
94, 129
95, 217
96, 108
97, 210
98, 120
99, 114
100, 197
101, 133
102, 133
103, 178
104, 211
105, 179
106, 223
107, 200
108, 103
109, 211
110, 148
111, 165
112, 219
113, 160
114, 135
115, 196
116, 165
117, 112
118, 167
119, 273
120, 117
121, 182
122, 131
123, 138
124, 230
125, 142
126, 165
127, 202
128, 164
129, 136
130, 128
131, 219
132, 150
133, 187
134, 207
135, 179
136, 210
137, 162
138, 152
139, 197
140, 132
141, 148
142, 146
143, 128
144, 153
145, 152
146, 133
147, 181
148, 184
149, 160
150, 137
151, 154
152, 162
153, 239
154, 209
155, 220
156, 156
157, 259
158, 186
159, 181
160, 179
161, 123
162, 70
163, 161
164, 226
165, 225
166, 107
167, 173
168, 148
169, 181
170, 208
171, 231
172, 150
173, 147
174, 160
175, 305
176, 164
177, 118
178, 189
179, 113
180, 136
181, 189
182, 156
183, 91
184, 174
185, 147
186, 180
187, 244
188, 175
189, 193
190, 187
191, 222
192, 168
193, 206
194, 192
195, 285
196, 181
197, 120
198, 196
199, 132
200, 133
201, 211
202, 198
203, 236
204, 141
205, 29
206, 143
207, 159
208, 155
209, 226
210, 231
211, 145
212, 223
213, 237
214, 256
215, 162
216, 145
217, 238
218, 144
219, 200
220, 243
221, 134
222, 221
223, 292
224, 248
225, 236
226, 195
227, 148
228, 260
229, 184
230, 199
231, 232
232, 398
233, 254
234, 262
235, 200
236, 191
237, 306
238, 326
239, 250
240, 145
241, 180
242, 217
243, 144
244, 177
245, 196
246, 264
247, 192
248, 208
249, 252
250, 211
251, 200
252, 210
253, 183
254, 182
255, 232
256, 178
257, 152
258, 145
259, 222
260, 184
261, 213
262, 139
263, 266
264, 154
265, 285
266, 142
267, 165
268, 260
269, 116
270, 233
271, 181
272, 158
273, 172
274, 132
275, 153
276, 185
277, 304
278, 122
279, 202
280, 139
281, 128
282, 140
283, 136
284, 271
285, 248
286, 275
287, 163
288, 167
289, 235
290, 161
291, 232
292, 222
293, 252
294, 357
295, 180
296, 253
297, 246
298, 214
299, 254
300, 172
301, 292
302, 313
303, 204
304, 334
305, 342
306, 243
307, 253
308, 288
309, 362
310, 224
311, 304
312, 349
313, 231
314, 375
315, 154
316, 228
317, 268
318, 263
319, 168
320, 278
321, 410
322, 339
323, 189
324, 192
325, 202
326, 199
327, 209
328, 268
329, 188
330, 201
331, 243
332, 128
333, 142
334, 95
335, 139
336, 317
337, 257
338, 165
339, 247
340, 126
341, 171
342, 309
343, 210
344, 280
345, 152
346, 186
347, 247
348, 358
349, 202
350, 176
351, 239
352, 321
353, 276
354, 296
355, 206
356, 244
357, 226
358, 168
359, 128
360, 164
361, 180
362, 117
363, 236
364, 259
365, 245
366, 237
367, 246
368, 161
369, 148
370, 138
371, 98
372, 155
373, 272
374, 254
375, 185
376, 191
377, 139
378, 72
379, 215
380, 259
381, 228
382, 235
383, 127
384, 153
385, 202
386, 273
387, 178
388, 267
389, 192
390, 269
391, 176
392, 116
393, 182
394, 184
395, 214
396, 274
397, 257
398, 310
399, 184
400, 116
401, 198
402, 206
403, 317
404, 139
405, 167
406, 153
407, 209
408, 170
409, 180
410, 155
411, 163
412, 208
413, 128
414, 120
415, 112
416, 177
417, 123
418, 113
419, 124
420, 122
421, 183
422, 214
423, 80
424, 156
425, 230
426, 255
427, 141
428, 197
429, 111
430, 233
431, 176
432, 117
433, 215
434, 258
435, 152
436, 189
437, 194
438, 138
439, 118
440, 128
441, 115
442, 151
443, 249
444, 245
445, 207
446, 241
447, 178
448, 96
449, 103
450, 124
451, 143
452, 113
453, 202
454, 106
455, 161
456, 103
457, 101
458, 173
459, 152
460, 170
461, 89
462, 317
463, 140
464, 164
465, 153
466, 155
467, 243
468, 167
469, 166
470, 143
471, 212
472, 126
473, 129
474, 252
475, 135
476, 278
477, 179
478, 310
479, 52
480, 230
481, 192
482, 277
483, 182
484, 115
485, 150
486, 219
487, 212
488, 155
489, 142
490, 143
491, 188
492, 160
493, 260
494, 183
495, 126
496, 187
497, 197
498, 180
499, 105
