hardware1,     0.16,        0
hardware2,    0.156,        0
hardware3,   59.594,        0
hardware4,    0.812,        0
hardware5,     60.4,        0
hardware6,    5.368,        0
hardware7,    0.274,        0
hardware8,    0.274,        0
hardware9,   52.818,        0
hardware10,   15.586,        0
hardware11,    1.028,        0
hardware12,   68.816,        0
hardware13,   69.178,        0
hardware14,    6.724,        0
hardware15,    0.168,        0
hardware16,   54.558,        0
hardware17,   19.926,        0
hardware18,   65.792,        0
hardware19,    0.284,        0
hardware20,    42.19,        0
hardware21,    0.194,        0
hardware22,   46.242,        0
hardware23,   26.744,        0
hardware24,    0.038,        0
hardware25,    0.516,        0
hardware26,    0.068,        0
hardware27,    1.724,        0
hardware28,   51.978,        0
hardware29,    0.034,        0
hardware30,   47.206,        0
hardware31,   56.828,        0
hardware32,    0.266,        0
hardware33,    0.394,        0
hardware34,    1.886,        0
hardware35,   63.012,        0
hardware36,    0.256,        0
hardware37,   40.886,        0
hardware38,    5.486,        0
hardware39,      0.2,        0
hardware40,    0.334,        0
hardware41,    7.284,        0
hardware42,   66.918,        0
hardware43,    0.184,        0
hardware44,     9.46,        0
hardware45,    13.33,        0
hardware46,    7.636,        0
hardware47,   73.026,        0
hardware48,    0.234,        0
hardware49,    3.646,        0
hardware50,     0.45,        0
