1:77757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2:71751,71922,73498,73512,73657,73915,74509,75889,76071,76275,76976,77030,77356,79967,80535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3:66949,71755,71887,72203,72503,72861,73085,73461,73575,73715,73720,73734,73778,73915,73950,74993,75143,75207,75295,75345,75598,75599,75845,75981,76075,76255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4:61274,65882,67504,68201,68580,69349,69460,69617,69966,70208,70239,70248,70564,70605,70731,70786,70932,71244,71410,71610,71656,71824,71962,72235,72522,72611,72824,72907,73316,73423,74424,74547,75980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5:64831,64887,64959,65259,65423,65698,65869,66262,66546,66775,66799,66870,67498,71565,71589,71862,72512,72708,72875,73312,73423,73742,73851,74045,74127,74530,74644,74922,74976,75242,75338,75357,75497,75724,75874,75980,76545,77813,0,0,0,0,0,0,0,0,0,0,0,0
6:60491,63582,63622,63686,63986,64818,64834,64863,64873,65245,65671,65712,65903,66174,66228,66454,66560,66742,67055,67285,67327,67474,67672,74095,75152,75311,75551,75820,75916,76381,76410,76466,78484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7:59978,60323,60569,62505,63450,63590,64297,64529,64752,65513,65639,66029,66070,66237,66767,66780,66786,66828,66834,66944,66990,67125,67133,67260,67310,67327,67432,67695,67807,67808,68370,76099,76134,76252,78367,79818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8:56030,56574,56721,56750,56833,56935,57081,57735,57788,58041,58642,59004,59014,59021,59622,59783,59917,60195,60640,60767,61764,62243,62390,62713,63015,63418,65677,65758,65983,66070,66453,66462,66506,66553,66864,66949,67104,67111,69481,70116,70960,129777,0,0,0,0,0,0,0,0
9:53706,55575,55956,56205,56260,56431,56571,56699,56806,56996,57007,57077,57350,57412,57542,57568,57612,57663,57705,58067,58413,58749,59702,59752,59875,60803,61246,61756,61929,62175,62186,62363,62380,62406,62605,62958,62968,63266,63698,63712,129812,0,0,0,0,0,0,0,0,0
10:53114,53264,53617,53813,55467,55968,56183,56213,56259,56394,56435,56518,56551,56600,56626,57219,57333,57335,57382,57389,57565,57666,57811,57841,57975,58168,58704,58722,58842,58856,58986,59821,59956,61826,62189,64367,65263,65408,66061,66085,66197,66226,66662,66744,67017,129732,0,0,0,0
11:51938,52408,52954,53006,53226,53469,53516,53613,53737,53747,53949,54145,54154,54293,54298,54513,54560,54581,55060,55550,55937,56283,56737,56810,57189,57219,57347,57372,57624,57888,59827,60309,60597,60917,60986,61175,61250,62452,62675,129749,0,0,0,0,0,0,0,0,0,0
12:51619,51621,51958,52363,52425,52552,52831,53264,53284,53315,53407,53453,53503,53529,53621,53662,53718,53802,53821,53850,53896,53984,54004,54096,54520,54595,55057,55237,56950,56998,58095,58663,59625,59920,59956,60036,60092,60981,61958,129703,0,0,0,0,0,0,0,0,0,0
