hardware1,   61.198,        0
hardware2,   61.082,        0
hardware3,   63.454,        0
hardware4,    0.564,        0
hardware5,     0.25,        0
hardware6,    0.164,        0
hardware7,   60.152,        0
hardware8,   67.572,        0
hardware9,   59.834,        0
hardware10,     0.18,        0
hardware11,   63.296,        0
hardware12,   67.928,        0
hardware13,   64.348,        0
hardware14,   67.544,        0
hardware15,   65.252,        0
hardware16,    0.212,        0
hardware17,    0.176,        0
hardware18,    0.172,        0
hardware19,   62.228,        0
hardware20,    0.016,        0
hardware21,    0.196,        0
hardware22,   67.778,        0
hardware23,   65.452,        0
hardware24,    0.222,        0
hardware25,   65.358,        0
hardware26,   59.766,        0
hardware27,   53.108,        0
hardware28,    0.228,        0
hardware29,   64.598,        0
hardware30,   67.454,        0
hardware31,   58.064,        0
hardware32,    0.076,        0
hardware33,    0.198,        0
hardware34,   60.418,        0
hardware35,   63.392,        0
hardware36,   66.202,        0
hardware37,   61.628,        0
hardware38,   69.618,        0
hardware39,   61.406,        0
hardware40,   59.686,        0
hardware41,   63.574,        0
hardware42,   12.948,        0
hardware43,   65.216,        0
hardware44,     58.5,        0
hardware45,    0.184,        0
hardware46,    0.176,        0
hardware47,   63.946,        0
hardware48,    0.196,        0
hardware49,   62.996,        0
hardware50,   60.364,        0
